epoch,combined_model_1_loss,combined_model_loss,loss,val_combined_model_1_loss,val_combined_model_loss,val_loss
0,0.4611624777317047,2.721503973007202,0.7333136200904846,0.20278216898441315,1.6673336029052734,0.3695155084133148
1,0.14532233774662018,1.5667612552642822,0.30199894309043884,0.12062876671552658,1.4201886653900146,0.2626476287841797
2,0.10908932983875275,1.3378030061721802,0.2428695410490036,0.10631896555423737,1.2384215593338013,0.23016119003295898
3,0.0945911779999733,1.2418144941329956,0.2187727391719818,0.09275046736001968,1.1803803443908691,0.21078842878341675
4,0.0867508053779602,1.1673094034194946,0.20348164439201355,0.07947108149528503,1.0986030101776123,0.1893313229084015
5,0.08128103613853455,1.113837718963623,0.19266457855701447,0.08954837173223495,1.1785376071929932,0.20740215480327606
6,0.07695582509040833,1.0746119022369385,0.1844169944524765,0.07200585305690765,1.0426055192947388,0.1762663573026657
7,0.07413656264543533,1.0351674556732178,0.17765328288078308,0.07235167175531387,1.021663784980774,0.17451812326908112
8,0.07103953510522842,0.9977964162826538,0.17081917822360992,0.06675031036138535,0.9331288933753967,0.16006335616111755
9,0.06923983246088028,0.974637508392334,0.16670355200767517,0.06733415275812149,0.9087616801261902,0.1582103967666626
10,0.06754201650619507,0.9462255239486694,0.1621645838022232,0.06755979359149933,0.952433705329895,0.16280309855937958
11,0.06584532558917999,0.9265801906585693,0.15850329399108887,0.06255021691322327,0.9053929448127747,0.1530895084142685
12,0.06391119956970215,0.9043390154838562,0.15434511005878448,0.06315577775239944,0.8824592232704163,0.15140175819396973
13,0.06263317167758942,0.8793507814407349,0.1505681574344635,0.0595756471157074,0.825404167175293,0.1421159952878952
14,0.0611409917473793,0.8610630035400391,0.14724740386009216,0.05752811208367348,0.8626761436462402,0.1437956839799881
15,0.06046656146645546,0.8451681137084961,0.14498329162597656,0.0652296170592308,0.8193942308425903,0.1471690684556961
16,0.05829009413719177,0.8275386691093445,0.1410440057516098,0.06114812567830086,0.815097451210022,0.14265784621238708
17,0.05742981284856796,0.8153611421585083,0.13896583020687103,0.0568016953766346,0.8193009495735168,0.13873179256916046
18,0.05693498253822327,0.7972931265830994,0.1366642266511917,0.05946480855345726,0.7879162430763245,0.13825653493404388
19,0.05614769458770752,0.7850123643875122,0.13464902341365814,0.0609445758163929,0.7589043378829956,0.13683511316776276
20,0.054772548377513885,0.7697648406028748,0.13174891471862793,0.05602274090051651,0.7420225739479065,0.1302250474691391
21,0.054514698684215546,0.7586859464645386,0.13038329780101776,0.05885522440075874,0.7205062508583069,0.130905881524086
22,0.05312778800725937,0.7423856258392334,0.12736648321151733,0.05358009412884712,0.7209571003913879,0.12567581236362457
23,0.05258140712976456,0.728714108467102,0.12545284628868103,0.05208592116832733,0.7459301352500916,0.12667885422706604
24,0.05230715498328209,0.7227476239204407,0.12458206713199615,0.052715741097927094,0.6961334347724915,0.12232901901006699
25,0.05133775994181633,0.7094647288322449,0.12228427082300186,0.05024995654821396,0.7076859474182129,0.12101856619119644
26,0.049893807619810104,0.700072705745697,0.11990093439817429,0.05587188899517059,0.683584451675415,0.12423031777143478
27,0.0493336021900177,0.6845632195472717,0.11778979003429413,0.049751166254282,0.7030047178268433,0.12005152553319931
28,0.049295324832201004,0.6804078817367554,0.11733610183000565,0.04875480383634567,0.6648062467575073,0.11523546278476715
29,0.048936791718006134,0.6655058860778809,0.11548738181591034,0.058383356779813766,0.6675137281417847,0.12513472139835358
30,0.048305075615644455,0.6613073945045471,0.11443576961755753,0.04900486394762993,0.6417653560638428,0.11318136751651764
31,0.04782397300004959,0.6486178040504456,0.11268579214811325,0.0498526394367218,0.6459736227989197,0.11445003002882004
32,0.04700371250510216,0.6470517516136169,0.11170883476734161,0.0507684051990509,0.6382623910903931,0.11459454894065857
33,0.04656544700264931,0.6350575685501099,0.11007123440504074,0.05004056543111801,0.6369335055351257,0.11373389512300491
34,0.04610482603311539,0.6251868605613708,0.10862351953983307,0.04454229399561882,0.6091410517692566,0.10545650124549866
35,0.04544621333479881,0.6169294118881226,0.10713906586170197,0.04872126504778862,0.6296126842498779,0.1116824820637703
36,0.04502595216035843,0.6072345972061157,0.10574943572282791,0.04395696148276329,0.5907207131385803,0.10302893072366714
37,0.044345922768116,0.6033757328987122,0.10468345135450363,0.04775954410433769,0.6010571718215942,0.10786526650190353
38,0.0442003570497036,0.5978415012359619,0.10398447513580322,0.057836443185806274,0.628484845161438,0.12068488448858261
39,0.04363272339105606,0.5885127186775208,0.10248399525880814,0.04537897929549217,0.6046175360679626,0.10584080219268799
40,0.04360860586166382,0.5802508592605591,0.10163375735282898,0.0446210652589798,0.6181173324584961,0.10643285512924194
41,0.04314403980970383,0.5787187218666077,0.10101599991321564,0.042930301278829575,0.5795620679855347,0.10088645666837692
42,0.042856696993112564,0.5684645175933838,0.09970314055681229,0.04502226039767265,0.6061076521873474,0.1056329533457756
43,0.04255625233054161,0.5624875426292419,0.09880490601062775,0.04652756080031395,0.5665120482444763,0.10317875444889069
44,0.04213057458400726,0.5558923482894897,0.09771986305713654,0.04535059258341789,0.5812391638755798,0.10347449779510498
45,0.04209233820438385,0.5520554780960083,0.09729792922735214,0.04441510885953903,0.625579833984375,0.10697299242019653
46,0.0411856546998024,0.5459782481193542,0.09578336030244827,0.04354210942983627,0.5580609440803528,0.09934818744659424
47,0.041590314358472824,0.5440346002578735,0.09599367529153824,0.041822269558906555,0.6663933396339417,0.10846152156591415
48,0.040836550295352936,0.5378096103668213,0.09461747854948044,0.04167746379971504,0.5387297868728638,0.09555044770240784
49,0.04060759022831917,0.5326271057128906,0.09387024492025375,0.04236575961112976,0.5764145255088806,0.10000717639923096
50,0.040922872722148895,0.5261991024017334,0.09354276955127716,0.043105874210596085,0.5395139455795288,0.09705740213394165
51,0.04050604626536369,0.5204570293426514,0.09255151450634003,0.044109612703323364,0.5506324172019958,0.09917284548282623
52,0.03994574397802353,0.5202539563179016,0.09197110682725906,0.0410161167383194,0.5230355858802795,0.09331973642110825
53,0.03946063295006752,0.5082426071166992,0.09028498083353043,0.04323812946677208,0.521967351436615,0.09543485194444656
54,0.03943615034222603,0.5015468597412109,0.08959061652421951,0.043401408940553665,0.5504528284072876,0.09844665974378586
55,0.039373692125082016,0.502032995223999,0.08957695215940475,0.042745426297187805,0.5507322549819946,0.09781867265701294
