,id,cluster
54321,K1Sb1N2_sg164_icsd_044340_2,1029
19638,K1Sb1N2_sg3_icsd_152619_1,1029
51017,K1Sb1N2_sg3_icsd_152619_2,1029
8831,K1Sb1N2_sg166_icsd_073482_1,1029
9635,K1Sb1N2_sg9_icsd_016578_1,1029
53651,K1Sb1N2_sg164_icsd_044340_1,1029
59876,K1Sb1N2_sg140_icsd_028833_2,1029
46717,K1Sb1N2_sg15_icsd_056836_1,1029
54194,K1Sb1N2_sg154_icsd_069739_2,1029
25866,K1Sb1N2_sg5_icsd_085130_2,1029
57792,Li1F1_sg10_icsd_032714_1,901
68426,Li1F1_sg40_icsd_002431_2,901
55136,Mg1O1_sg40_icsd_002431_1,901
4198,Li1F1_sg40_icsd_002431_1,901
42250,Mg1O1_sg63_icsd_100672_2,901
14714,Mg1O1_sg63_icsd_100672_1,901
40610,Li1F1_sg10_icsd_032714_2,901
10159,Mg1O1_sg40_icsd_002431_2,901
6991,Li1F1_sg63_icsd_100672_1,901
41511,Li1F1_sg58_icsd_081339_1,901
9910,Mg1O1_sg58_icsd_081339_2,901
41694,Li1F1_sg58_icsd_081339_2,901
40273,Li1F1_sg63_icsd_100672_2,901
42013,Mg1O1_sg10_icsd_032714_1,901
4517,Mg1O1_sg58_icsd_081339_1,901
10688,Mg1O1_sg10_icsd_032714_2,901
13162,Zn1Cd1F4_sg65_icsd_026428_1,3340
13283,Zn1Cd1F4_sg33_icsd_404394_2,3340
38921,Zn1Cd1F4_sg55_icsd_020504_1,3340
15825,Zn1Cd1F4_sg52_icsd_410194_1,3340
63429,Zn1Cd1F4_sg55_icsd_020504_2,3340
69444,Zn1Cd1F4_sg61_icsd_026060_1,3340
38807,Zn1Cd1F4_sg74_icsd_026939_1,3340
19291,Zn1Cd1F4_sg74_icsd_026939_2,3340
70067,Zn1Cd1F4_sg33_icsd_404394_1,3340
8604,Zn1Cd1F4_sg5_icsd_000937_1,3340
41003,Zn1Cd1F4_sg40_icsd_173102_1,3340
41182,Zn1Cd1F4_sg12_icsd_000821_1,3340
30733,Zn1Cd1F4_sg52_icsd_410194_2,3340
32983,Zn1Cd1F4_sg20_icsd_098380_2,3340
32268,Zn1Cd1F4_sg65_icsd_026428_2,3340
59551,Mg1S1_sg131_icsd_654379_2,114
63325,Li1F1_sg131_icsd_024692_2,114
47370,Mg1O1_sg86_icsd_056181_2,114
34088,Li1Br1_sg131_icsd_654379_2,114
38713,Li1F1_sg131_icsd_654379_2,114
44899,Na1Cl1_sg131_icsd_654379_2,114
31391,Mg1O1_sg131_icsd_654379_2,114
26395,Mg1O1_sg131_icsd_024692_2,114
15616,Mg1S1_sg86_icsd_056181_2,114
32559,Li1Br1_sg131_icsd_024692_2,114
4802,Zn1S1_sg86_icsd_056181_1,114
71452,Li1F1_sg86_icsd_056181_2,114
6528,Li1I1_sg131_icsd_024692_2,114
57146,Mg1S1_sg131_icsd_024692_2,114
52834,Na1Cl1_sg86_icsd_056181_2,114
43716,Mg2Si1S4_sg55_icsd_400264_1,1788
6410,Na2Zn1Br4_sg12_icsd_403035_1,1788
62242,Na2Zn1Br4_sg74_icsd_040664_1,1788
69466,Na2Zn1Br4_sg12_icsd_078761_1,1788
59251,Mg2Si1S4_sg74_icsd_040664_1,1788
44692,Mg2Si1S4_sg12_icsd_078761_1,1788
15364,Na1La1Sn1S4_sg34_icsd_010456_5,1788
20481,Na1La1Sn1S4_sg34_icsd_010456_6,1788
36333,Na1La1Sn1S4_sg40_icsd_262583_2,1788
10524,Mg2Si1S4_sg65_icsd_023265_1,1788
13799,Na1La1Sn1S4_sg40_icsd_262583_4,1788
58630,Na2Zn1Br4_sg65_icsd_023265_1,1788
68910,Mg2Si1S4_sg55_icsd_031483_1,1788
20909,Mg2Si1S4_sg12_icsd_403035_1,1788
21472,Na1Al1O2_sg187_icsd_654688_1,757
66554,Na1Al1O2_sg59_icsd_080372_2,757
61330,K1Y1O2_sg194_icsd_246585_1,757
31236,K1Y1O2_sg194_icsd_602832_1,757
31022,Na1Al1O2_sg63_icsd_415220_2,757
46016,K1Y1O2_sg65_icsd_009389_1,757
17305,Na1Al1O2_sg194_icsd_246585_1,757
25837,K1Y1O2_sg187_icsd_654688_1,757
33427,Na1Al1O2_sg194_icsd_602832_1,757
70998,K1Y1O2_sg63_icsd_415220_2,757
34422,K1Y1O2_sg187_icsd_049652_1,757
60419,Na1Al1O2_sg187_icsd_049652_1,757
39266,K1Y1O2_sg194_icsd_042927_1,757
30724,Na1Al1O2_sg194_icsd_042927_1,757
44354,Zn1Br2_sg80_icsd_035181_1,1022
56217,Mg1Hf1Cl2S2_sg63_icsd_260003_2,1022
57259,Mg1Cl2_sg55_icsd_043098_1,1022
58478,Mg1Cl2_sg80_icsd_035181_1,1022
61792,Li2Ge1Br6_sg102_icsd_202705_1,1022
49100,Li2Hf1I6_sg136_icsd_201756_1,1022
61877,Li2Ge1Br6_sg136_icsd_078346_1,1022
4750,Li2Ge1Br6_sg136_icsd_418676_1,1022
52489,Mg1Br2_sg80_icsd_035181_1,1022
6933,Zn1Cl2_sg80_icsd_035181_1,1022
70128,Mg1Hf1Cl2S2_sg63_icsd_260003_3,1022
9965,Mg1Cl2_sg52_icsd_062664_1,1022
18932,Li2Ge1Br6_sg94_icsd_023173_1,1022
16878,Li2Hf1I6_sg102_icsd_202705_1,1022
51368,Li1F1_sg42_icsd_069042_2,913
52710,Mg1O1_sg139_icsd_023719_2,913
69715,Li1F1_sg139_icsd_023719_1,913
69435,K1Cl1_sg42_icsd_069042_2,913
10523,K1Cl1_sg42_icsd_069042_1,913
14341,K1Cl1_sg42_icsd_069495_2,913
45106,K1Cl1_sg42_icsd_069495_1,913
45569,K1Br1_sg42_icsd_069042_2,913
47128,Mg1O1_sg136_icsd_036197_2,913
27720,K1Br1_sg42_icsd_069495_1,913
62959,Mg1O1_sg139_icsd_023719_1,913
59785,Na1F1_sg62_icsd_055237_1,913
42051,Mg1O1_sg136_icsd_036197_1,913
43785,K1Br1_sg42_icsd_069042_1,913
5763,Li1B1O2_sg10_icsd_165971_2,1738
41726,Li1B1O2_sg44_icsd_009265_2,1738
27399,Li1B1O2_sg191_icsd_092308_2,1738
66172,Li1B1O2_sg8_icsd_026764_2,1738
23704,Li1B1O2_sg2_icsd_015098_2,1738
36155,Li1B1O2_sg74_icsd_152544_2,1738
57751,Li1B1O2_sg187_icsd_152483_2,1738
20427,Li1B1O2_sg194_icsd_102034_2,1738
65895,Li1B1O2_sg51_icsd_069767_2,1738
24215,Li1B1O2_sg36_icsd_009684_1,1738
8405,Li1B1O2_sg10_icsd_165971_1,1738
40124,Li1B1O2_sg44_icsd_076000_2,1738
55582,Li1B1O2_sg141_icsd_027090_2,1738
53509,Li1B1O2_sg127_icsd_084003_1,1738
17330,Zn1Al1P1Br1N3_sg187_icsd_154682_12,1713
47482,Zn1Al1P1Br1N3_sg187_icsd_154682_22,1713
11300,Zn1Si1P1S1N3_sg187_icsd_154682_7,1713
46055,Zn1Al1P1Br1N3_sg187_icsd_154684_12,1713
70015,Zn1Al1P1Br1N3_sg187_icsd_154682_6,1713
30966,Zn1Al1P1Br1N3_sg187_icsd_154682_1,1713
64843,K1Ge1P1Br1N3_sg187_icsd_154682_6,1713
19373,K1La1Zn1Cl3N1_sg174_icsd_248042_2,1713
56814,K1La1Zn1Cl3N1_sg187_icsd_262231_2,1713
70748,Zn1Al1P1Br1N3_sg187_icsd_154684_6,1713
6977,Zn1Al1P1Br1N3_sg187_icsd_154682_20,1713
5972,Zn1Si1P1S1N3_sg187_icsd_154682_6,1713
38066,Zn1Si1P1S1N3_sg187_icsd_154682_20,1713
61180,K1Ge1P1Br1N3_sg187_icsd_154682_1,1713
29212,Na1Cl1_sg189_icsd_076458_2,3642
38825,Zn1S1_sg189_icsd_076458_2,3642
38575,Mg1S1_sg189_icsd_076458_2,3642
55397,Li1F1_sg189_icsd_076458_2,3642
64559,Zn1S1_sg189_icsd_076458_1,3642
39021,Mg1O1_sg189_icsd_076458_1,3642
51974,Na1F1_sg189_icsd_076458_2,3642
7300,Mg1O1_sg189_icsd_076458_2,3642
51679,Na1F1_sg189_icsd_076458_1,3642
18126,Mg1S1_sg189_icsd_076458_1,3642
9154,Na1Cl1_sg189_icsd_076458_1,3642
51035,Li1F1_sg189_icsd_076458_1,3642
41501,Li1I1_sg189_icsd_076458_1,3642
21720,Li1Br1_sg189_icsd_076458_1,3642
25344,K1Cd1Cl3_sg74_icsd_153531_1,268
36157,K1Cd1Cl3_sg74_icsd_079626_1,268
35601,Na1Sb1O3_sg32_icsd_033194_2,268
38092,Na1Sb1O3_sg74_icsd_153531_1,268
52298,Na1Sb1O3_sg74_icsd_079626_1,268
34067,Na1Sb1O3_sg32_icsd_033194_1,268
14483,Na1Sb1O3_sg55_icsd_150698_2,268
32196,Na1Sb1O3_sg12_icsd_094313_1,268
54055,Na1Sb1O3_sg74_icsd_099473_1,268
50710,K1Cd1Cl3_sg74_icsd_099473_1,268
30395,Na1Sb1O3_sg74_icsd_180417_1,268
26203,Na1Sb1O3_sg12_icsd_170791_1,268
54465,Na1Sb1O3_sg15_icsd_183902_2,268
17766,Na1Sb1O3_sg3_icsd_159864_2,268
48579,Mg1Hg1F4_sg74_icsd_026939_2,1782
5810,Mg1Hg1F4_sg65_icsd_026428_1,1782
60640,Mg1Hg1F4_sg65_icsd_026428_2,1782
36314,Mg1Hg1F4_sg52_icsd_410194_1,1782
19259,Mg1Hg1F4_sg52_icsd_410194_2,1782
60235,Mg1Hg1F4_sg20_icsd_098380_2,1782
15138,Mg1Hg1F4_sg55_icsd_614393_2,1782
4682,Mg1Hg1F4_sg33_icsd_404394_2,1782
34268,Mg1Hg1F4_sg74_icsd_026939_1,1782
55441,Mg1Hg1F4_sg11_icsd_418802_2,1782
32560,Mg1Hg1F4_sg55_icsd_020504_2,1782
54396,Mg1Hg1F4_sg55_icsd_020504_1,1782
37427,Mg1Hg1F4_sg11_icsd_093052_2,1782
4870,Mg1Si1O3_sg40_icsd_181959_2,3075
47051,Mg1Si1O3_sg2_icsd_069655_1,3075
54671,Mg1Si1O3_sg31_icsd_247317_1,3075
31987,Mg1Si1O3_sg11_icsd_089343_1,3075
38146,Mg1Si1O3_sg26_icsd_039624_1,3075
15647,Mg1Si1O3_sg14_icsd_092047_1,3075
48449,Mg1Si1O3_sg62_icsd_023294_1,3075
13451,Mg1Si1O3_sg32_icsd_033194_2,3075
15330,Mg1Si1O3_sg62_icsd_650585_1,3075
34498,Mg1Si1O3_sg33_icsd_641844_1,3075
47793,Mg1Si1O3_sg14_icsd_032036_1,3075
48446,Mg1Si1O3_sg205_icsd_035555_1,3075
67265,Mg1Si1O3_sg11_icsd_061338_2,3075
21557,Zn1Hg1S2_sg194_icsd_096088_1,908
65732,Zn1Hg1S2_sg194_icsd_074698_1,908
6193,K1Cl1_sg187_icsd_030088_2,908
67505,Zn1Ge1N2_sg194_icsd_096088_2,908
39664,Zn1Ge1N2_sg194_icsd_074698_2,908
28741,Zn1Cd1O2_sg194_icsd_074698_1,908
24449,Zn1Cd1O2_sg194_icsd_096088_1,908
66502,Zn1Ti1P2_sg194_icsd_074698_1,908
69943,Zn1Ge1N2_sg187_icsd_074703_2,908
41543,Zn1Ti1P2_sg187_icsd_074703_1,908
51867,Zn1Ti1P2_sg194_icsd_096088_1,908
58621,Zn1Cd1O2_sg187_icsd_074703_1,908
70509,Zn1Hg1S2_sg187_icsd_074703_1,908
12287,Na1Sb1O3_sg11_icsd_061338_2,5933
23465,Na1Sb1O3_sg40_icsd_181959_2,5933
39611,Na1Sb1O3_sg14_icsd_032036_1,5933
57537,Na1Sb1O3_sg14_icsd_092047_1,5933
31930,Na1Sb1O3_sg62_icsd_650585_1,5933
28393,Na1Sb1O3_sg62_icsd_023294_1,5933
64981,Na1Sb1O3_sg19_icsd_066643_2,5933
43844,Na1Sb1O3_sg205_icsd_035555_2,5933
68001,Na1Sb1O3_sg31_icsd_247317_1,5933
57798,Na1Sb1O3_sg2_icsd_069655_1,5933
34374,Na1Sb1O3_sg33_icsd_641844_1,5933
16046,Na1Sb1O3_sg26_icsd_039624_1,5933
66822,Na1Sb1O3_sg11_icsd_089343_1,5933
55577,Mg2Zr1O4_sg12_icsd_403035_1,853
41700,Zn2Sn1O4_sg12_icsd_078761_1,853
23793,Zn2Sn1O4_sg12_icsd_403035_1,853
17569,Mg2Zr1O4_sg65_icsd_023265_1,853
68294,Mg2Hf1O4_sg12_icsd_078761_1,853
49850,Zn2Sn1O4_sg65_icsd_023265_1,853
10443,Mg2Hf1O4_sg12_icsd_403035_1,853
63211,Mg2Hf1O4_sg74_icsd_040664_1,853
57297,Mg2Hf1O4_sg111_icsd_072529_1,853
42957,Mg2Zr1O4_sg12_icsd_078761_1,853
65001,Zn2Sn1O4_sg74_icsd_040664_1,853
68071,Mg2Zr1O4_sg74_icsd_040664_1,853
57256,Mg2Hf1O4_sg65_icsd_023265_1,853
27151,Na2O1_sg149_icsd_033575_1,297
58965,Zn1F2_sg149_icsd_033575_1,297
42562,Mg1F2_sg162_icsd_159904_1,297
50793,Mg1F2_sg162_icsd_065700_1,297
60035,Mg1F2_sg162_icsd_167900_1,297
48720,Zn1F2_sg162_icsd_159904_1,297
17442,Mg1F2_sg149_icsd_033575_1,297
66015,Mg1F2_sg149_icsd_024651_1,297
34875,Zn1F2_sg149_icsd_024651_1,297
21271,Zn1F2_sg162_icsd_167900_1,297
59921,Na2O1_sg149_icsd_024651_1,297
36954,Zn1F2_sg162_icsd_065700_1,297
42807,K2O1_sg117_icsd_651440_1,138
53989,K2O1_sg107_icsd_087138_1,138
68281,K2O1_sg99_icsd_027094_1,138
48843,Na2O1_sg99_icsd_027094_1,138
13611,K2O1_sg85_icsd_076255_1,138
64985,K2O1_sg11_icsd_020725_1,138
63466,Na2O1_sg117_icsd_651440_1,138
14849,Na2O1_sg11_icsd_020725_1,138
35117,Na2O1_sg85_icsd_076255_1,138
70710,Na2O1_sg129_icsd_055885_1,138
38387,Na2O1_sg107_icsd_087138_1,138
55148,K2O1_sg129_icsd_055885_1,138
26789,Li3N1_sg123_icsd_180237_1,292
62571,Li3N1_sg123_icsd_180238_1,292
15086,Li3P1_sg123_icsd_180238_1,292
70506,K3P1_sg123_icsd_180238_1,292
10125,K3N1_sg123_icsd_180238_1,292
18595,Na3N1_sg123_icsd_180238_1,292
27799,Li3P1_sg123_icsd_180237_1,292
31859,K3N1_sg123_icsd_180237_1,292
30374,Na3P1_sg123_icsd_180238_1,292
43397,Na3P1_sg123_icsd_180237_1,292
25146,Na3N1_sg123_icsd_180237_1,292
64782,K3P1_sg123_icsd_180237_1,292
13404,K1La1S2_sg166_icsd_073482_1,7332
32555,K1La1S2_sg9_icsd_016578_2,7332
43141,K1La1S2_sg166_icsd_073482_2,7332
23439,K1La1S2_sg9_icsd_016578_1,7332
5399,K1La1S2_sg164_icsd_044340_2,7332
19728,K1La1S2_sg14_icsd_627631_2,7332
34816,K1La1S2_sg15_icsd_056836_2,7332
45939,K1La1S2_sg15_icsd_056836_1,7332
9401,K1La1S2_sg5_icsd_085130_1,7332
48729,K1La1S2_sg5_icsd_085130_2,7332
71495,K1La1S2_sg164_icsd_044340_1,7332
57783,K1La1S2_sg154_icsd_069739_2,7332
41976,Li2Ge1N2_sg164_icsd_400348_2,14155
22219,Li2Ge1N2_sg147_icsd_016232_1,14155
4311,Li2Ge1N2_sg2_icsd_071626_1,14155
34215,Li2Ge1N2_sg2_icsd_071626_2,14155
60523,Li2Ge1N2_sg147_icsd_627162_2,14155
63830,Li2Ge1N2_sg164_icsd_094478_1,14155
60883,Li2Ge1N2_sg147_icsd_016232_2,14155
7812,Li2Ge1N2_sg164_icsd_094478_2,14155
16928,Li2Ge1N2_sg164_icsd_400348_1,14155
51710,Li2Ge1N2_sg164_icsd_073874_1,14155
7706,Li2Ge1N2_sg147_icsd_627162_1,14155
59232,Li2Ge1N2_sg164_icsd_073874_2,14155
59815,Mg1S1_sg141_icsd_614793_1,658
18228,Mg1S1_sg63_icsd_100672_1,658
65077,Li1Br1_sg63_icsd_100672_2,658
48988,Mg1S1_sg58_icsd_081339_1,658
44714,Mg1S1_sg40_icsd_002431_2,658
19957,Li1Br1_sg58_icsd_081339_2,658
60506,Mg1S1_sg58_icsd_081339_2,658
25786,Li1Br1_sg40_icsd_002431_1,658
8176,Mg1S1_sg40_icsd_002431_1,658
35931,Mg1S1_sg63_icsd_100672_2,658
65953,Li1Br1_sg40_icsd_002431_2,658
10848,Li1Br1_sg63_icsd_100672_1,658
21288,Na1Sc1S2_sg141_icsd_040486_2,1829
59526,Na1Sc1S2_sg141_icsd_202500_1,1829
32951,Na1Sc1S2_sg12_icsd_082993_1,1829
49172,Na1Sc1S2_sg141_icsd_040486_1,1829
51462,K1La1S2_sg141_icsd_202500_2,1829
36691,Na1Sc1S2_sg12_icsd_082993_2,1829
4771,K1La1S2_sg141_icsd_040486_2,1829
6037,K1La1S2_sg141_icsd_040486_1,1829
43368,K1La1S2_sg141_icsd_202500_1,1829
70053,K1La1S2_sg12_icsd_082993_2,1829
6677,K1La1S2_sg12_icsd_082993_1,1829
8670,Na1Sc1S2_sg141_icsd_202500_2,1829
38349,Na2Zr1P2_sg71_icsd_641302_1,14569
42646,Na2Zr1P2_sg10_icsd_422527_1,14569
22167,Na2Zr1P2_sg63_icsd_014110_1,14569
41937,Na2Zr1P2_sg10_icsd_165529_1,14569
51431,Na2Zr1P2_sg11_icsd_097682_1,14569
64351,Na2Zr1P2_sg2_icsd_098244_2,14569
60368,Na2Zr1P2_sg164_icsd_094478_2,14569
52071,Na2Zr1P2_sg164_icsd_094478_1,14569
45526,Na2Zr1P2_sg2_icsd_417297_2,14569
51335,Na2Zr1P2_sg26_icsd_028510_2,14569
46912,Na2Zr1P2_sg148_icsd_026720_1,14569
63220,Na2Zr1P2_sg70_icsd_040799_1,14569
63856,Zn1Sn1S3_sg69_icsd_180418_1,46
14452,Zn1Zr1S3_sg140_icsd_025775_2,46
53187,K3F1O1_sg140_icsd_025775_1,46
55431,K3F1O1_sg12_icsd_172846_2,46
10109,Li1Hg1Br3_sg69_icsd_180418_1,46
9652,K3F1O1_sg69_icsd_180418_1,46
41653,K3F1O1_sg140_icsd_025775_2,46
11838,Zn1Sn1S3_sg140_icsd_025775_1,46
17918,Zn1Zr1S3_sg69_icsd_180418_1,46
63973,K3F1O1_sg127_icsd_004054_2,46
21921,Na1Cd1I3_sg69_icsd_180418_1,46
67000,Li1Hg1Br3_sg140_icsd_025775_1,46
52825,Mg1Br2_sg194_icsd_022233_1,177
27987,Zn1Cl2_sg187_icsd_076577_1,177
27689,Mg1Cl2_sg194_icsd_022233_1,177
38866,Mg1Br2_sg187_icsd_076577_1,177
26301,Zn1Cl2_sg194_icsd_018133_1,177
29122,Mg1Cl2_sg187_icsd_076577_1,177
26990,Mg1Br2_sg194_icsd_018133_1,177
20250,Zn1Cl2_sg194_icsd_022233_1,177
37189,Zn1Br2_sg187_icsd_076577_1,177
58620,Mg1Cl2_sg194_icsd_018133_1,177
52486,Zn1Br2_sg194_icsd_022233_1,177
10549,Zn1Br2_sg194_icsd_018133_1,177
66668,Mg1Sc1Hg1I1O3_sg187_icsd_154684_7,178
42171,Mg1Sc1Hg1I1O3_sg187_icsd_262231_6,178
60199,Mg1Sc1Hg1I1O3_sg187_icsd_262231_8,178
70801,Mg1Sc1Hg1I1O3_sg187_icsd_262231_12,178
29570,Mg1Sc1Hg1I1O3_sg174_icsd_248042_8,178
40969,Mg1Sc1Hg1I1O3_sg187_icsd_154684_8,178
22975,Mg1Sc1Hg1I1O3_sg187_icsd_154682_14,178
53546,Mg1Sc1Hg1I1O3_sg187_icsd_154684_10,178
5830,Mg1Sc1Hg1I1O3_sg174_icsd_248042_12,178
13619,Mg1Sc1Hg1I1O3_sg187_icsd_262231_18,178
34709,Mg1Sc1Hg1I1O3_sg187_icsd_154682_18,178
20545,Mg1Sc1Hg1I1O3_sg187_icsd_154682_2,178
48949,Zn1F2_sg61_icsd_016694_1,861
15543,Mg1F2_sg1_icsd_010422_1,861
31045,Mg1F2_sg61_icsd_016694_1,861
28026,Mg1F2_sg205_icsd_109339_1,861
54829,Zn1F2_sg205_icsd_053068_1,861
23289,Zn1F2_sg29_icsd_041401_1,861
26418,Mg1F2_sg198_icsd_100568_1,861
22717,Zn1F2_sg198_icsd_100568_1,861
67282,Mg1F2_sg205_icsd_053068_1,861
33953,Mg1F2_sg29_icsd_041401_1,861
56843,Zn1F2_sg205_icsd_109339_1,861
34437,Zn1F2_sg1_icsd_010422_1,861
45103,Li4Ti1Ge1N4_sg215_icsd_414557_1,3410
12671,Na4Y1Sb1P4_sg215_icsd_414557_2,3410
13116,Li4Ti1Ge1N4_sg215_icsd_414557_3,3410
23620,Li1Zn4I1O4_sg215_icsd_414557_2,3410
54713,Li1Zn4I1O4_sg215_icsd_414557_3,3410
50458,Li4Ti1Ge1N4_sg215_icsd_414557_4,3410
57083,Na4Hf1Sn1P4_sg215_icsd_414557_1,3410
31640,Li4Si1Sn1N4_sg215_icsd_414557_2,3410
37854,Li4Si1Sn1N4_sg215_icsd_414557_3,3410
50922,Na4Y1Sb1P4_sg215_icsd_414557_4,3410
55868,Na4Y1Sb1P4_sg215_icsd_414557_3,3410
56158,Zn1S1_sg205_icsd_078271_1,441
53281,Na1Cl1_sg205_icsd_078271_2,441
50138,Li1F1_sg205_icsd_078271_2,441
42728,Li1Br1_sg205_icsd_078271_2,441
56458,Li1F1_sg205_icsd_078271_1,441
60656,Mg1S1_sg205_icsd_078271_1,441
16653,Zn1S1_sg205_icsd_078271_2,441
43858,Mg1O1_sg205_icsd_078271_2,441
57756,Li1Br1_sg205_icsd_078271_1,441
35621,Mg1O1_sg205_icsd_078271_1,441
37042,Mg1S1_sg205_icsd_078271_2,441
69225,Mg2Br1N1_sg67_icsd_075515_1,1283
63243,Mg2Br1N1_sg67_icsd_075515_2,1283
50958,Mg2Br1N1_sg59_icsd_165626_1,1283
45533,Mg2Br1N1_sg19_icsd_152553_1,1283
43501,Mg2Br1N1_sg13_icsd_075227_1,1283
47721,Mg2Br1N1_sg20_icsd_280555_2,1283
6819,Mg2Br1N1_sg62_icsd_172852_1,1283
34585,Mg2Br1N1_sg129_icsd_246945_1,1283
18451,Mg2Br1N1_sg129_icsd_246945_2,1283
71195,Mg2Br1N1_sg129_icsd_082639_1,1283
20005,Mg2Br1N1_sg13_icsd_075227_2,1283
11896,Na2O1_sg123_icsd_051237_1,245
37942,K2O1_sg123_icsd_051237_1,245
26895,K2O1_sg140_icsd_023640_1,245
42623,K2O1_sg51_icsd_051244_1,245
63432,Na2O1_sg140_icsd_023640_1,245
25634,Na2O1_sg73_icsd_168207_1,245
4760,Na2O1_sg47_icsd_026650_1,245
63963,Na2O1_sg51_icsd_051244_1,245
16332,K2O1_sg47_icsd_026650_1,245
68020,K2O1_sg2_icsd_051243_1,245
55890,Na2O1_sg72_icsd_031696_1,245
15570,Mg3N1P1_sg14_icsd_032036_1,2315
28495,Mg3N1P1_sg2_icsd_069655_1,2315
30536,Mg3N1P1_sg26_icsd_039624_1,2315
61052,Mg3N1P1_sg14_icsd_092047_1,2315
55201,Mg3N1P1_sg33_icsd_641844_2,2315
63178,Mg3N1P1_sg62_icsd_023294_1,2315
63041,Mg3N1P1_sg11_icsd_089343_1,2315
10717,Mg3N1P1_sg33_icsd_641844_1,2315
58483,Mg3N1P1_sg62_icsd_650585_1,2315
41398,Mg3N1P1_sg137_icsd_240459_2,2315
34630,Mg3N1P1_sg31_icsd_247317_1,2315
59675,Li4Cl1N1_sg52_icsd_410194_1,175
44786,Li4Cl1N1_sg63_icsd_089505_1,175
35786,Li4Cl1N1_sg129_icsd_023691_1,175
43651,Li4Cl1N1_sg52_icsd_410194_2,175
36394,Li4Cl1N1_sg55_icsd_020504_1,175
44345,Li4Cl1N1_sg65_icsd_026428_1,175
55359,Li4Cl1N1_sg74_icsd_026939_2,175
12605,Li4Cl1N1_sg55_icsd_020504_2,175
30932,Li4Cl1N1_sg20_icsd_098380_2,175
25087,Li4Cl1N1_sg20_icsd_098380_1,175
50107,Li4Cl1N1_sg65_icsd_026428_2,175
4631,Li2S1_sg11_icsd_020725_1,496
16769,Li2S1_sg129_icsd_055885_1,496
35583,Li2S1_sg99_icsd_027094_1,496
34762,Li2S1_sg107_icsd_087138_1,496
10535,Li2S1_sg64_icsd_651606_1,496
48345,Li2S1_sg85_icsd_076255_1,496
20443,Li2S1_sg96_icsd_016500_1,496
68361,Li2S1_sg129_icsd_065739_1,496
12655,Li2S1_sg6_icsd_039755_1,496
52545,Li2S1_sg92_icsd_620210_1,496
9975,Li2S1_sg117_icsd_651440_1,496
18781,Mg1Ti1O3_sg2_icsd_069655_1,6844
23522,Mg1Ti1O3_sg26_icsd_039624_1,6844
32279,Mg1Ti1O3_sg19_icsd_066643_2,6844
25515,Mg1Ti1O3_sg19_icsd_066643_1,6844
46106,Mg1Ti1O3_sg62_icsd_650585_1,6844
45918,Mg1Ti1O3_sg14_icsd_032036_1,6844
44725,Mg1Ti1O3_sg14_icsd_092047_1,6844
59344,Mg1Ti1O3_sg31_icsd_247317_1,6844
55963,Mg1Ti1O3_sg62_icsd_023294_1,6844
39033,Mg1Ti1O3_sg11_icsd_089343_1,6844
52532,Mg1Ti1O3_sg11_icsd_061338_2,6844
47593,Li4Cl1N1_sg216_icsd_002457_2,3586
9186,Li4Cl1N1_sg216_icsd_002457_1,3586
52945,Li4O1S1_sg216_icsd_002457_1,3586
46208,Li4O1S1_sg216_icsd_002457_2,3586
24812,Li4O1S1_sg196_icsd_002456_1,3586
23373,Na1B1Cl4_sg196_icsd_002456_1,3586
56876,Li4Cl1N1_sg196_icsd_002456_2,3586
39816,Na1B1Cl4_sg216_icsd_002457_1,3586
52606,Li4O1S1_sg196_icsd_002456_2,3586
29568,Na1B1Cl4_sg216_icsd_002457_2,3586
69330,Li4Cl1N1_sg196_icsd_002456_1,3586
23927,Zn1Hf1Cd1O4_sg63_icsd_063477_5,1582
46021,Zn1Hf1Cd1O4_sg63_icsd_063477_3,1582
14045,Zn1Hf1Cd1O4_sg63_icsd_097767_5,1582
46019,Zn1Hf1Cd1O4_sg164_icsd_077343_5,1582
25026,Zn1Hf1Cd1O4_sg62_icsd_421845_5,1582
57781,Zn1Hf1Cd1O4_sg34_icsd_010456_2,1582
18246,Zn1Hf1Cd1O4_sg40_icsd_262583_3,1582
7758,Zn1Hf1Cd1O4_sg164_icsd_077343_3,1582
4689,Zn1Hf1Cd1O4_sg63_icsd_097767_3,1582
10081,Zn1Hf1Cd1O4_sg159_icsd_071365_1,1582
65064,Zn1Hf1Cd1O4_sg40_icsd_262583_5,1582
64135,Na1F1_sg191_icsd_161110_2,7280
36753,Li1F1_sg191_icsd_161110_2,7280
51833,Zn1S1_sg191_icsd_161110_2,7280
49451,Mg1S1_sg191_icsd_161110_2,7280
13770,Mg1O1_sg191_icsd_161110_2,7280
49984,Li2S1_sg191_icsd_182351_1,7280
69505,Zn1S1_sg191_icsd_161110_1,7280
32348,Li1Br1_sg191_icsd_161110_2,7280
28571,Li1F1_sg191_icsd_161110_1,7280
16674,Na1F1_sg191_icsd_161110_1,7280
20643,Mg1O1_sg191_icsd_161110_1,7280
