,id,cluster
44536,Zn1Cl2_sg143_icsd_151889_1,335
13113,Zn1Sb2S6_sg163_icsd_050381_1,335
16642,Mg1Hf1Cl2S2_sg166_icsd_085781_3,335
9634,Zn1Cl2_sg2_icsd_081814_1,335
12842,Mg1Cl2_sg143_icsd_151889_1,335
53214,Zn1Br2_sg164_icsd_280743_1,335
28093,Mg1Cl2_sg164_icsd_280743_1,335
32528,Mg1Br2_sg8_icsd_061423_1,335
32553,Mg1Br2_sg15_icsd_042134_1,335
27733,Zn1Cl2_sg14_icsd_421221_1,335
17534,Mg1Br2_sg166_icsd_024757_1,335
57185,Zn1I2_sg14_icsd_421221_1,335
62968,Zn1Cl2_sg12_icsd_023892_1,335
58552,Zn1I2_sg164_icsd_020745_1,335
27391,Zn1Ti1Br2S2_sg166_icsd_085781_3,335
18108,Mg1Cl2_sg12_icsd_023892_1,335
49380,Zn1Br2_sg147_icsd_058847_1,335
31106,Zn1Cl2_sg164_icsd_020745_1,335
28568,Mg1Cl2_sg2_icsd_051572_1,335
44324,Zn1I2_sg186_icsd_043003_1,335
9360,Zn1Br2_sg143_icsd_200593_1,335
54650,Mg1Cl2_sg166_icsd_024757_1,335
8683,Mg1Cl2_sg147_icsd_058847_1,335
46325,Mg1Br2_sg143_icsd_151889_1,335
57997,Mg1Br2_sg164_icsd_280743_1,335
58365,Mg1Br2_sg147_icsd_058847_1,335
22307,Zn1I2_sg5_icsd_068713_1,335
13296,Zn1Br2_sg164_icsd_020745_1,335
55500,Zn1Cl2_sg2_icsd_051572_1,335
57702,Zn1Cl2_sg166_icsd_024755_1,335
62142,Zn1I2_sg164_icsd_108924_1,335
66990,Zn1I2_sg164_icsd_280743_1,335
46745,Mg1Cl2_sg70_icsd_418163_1,335
37951,Zn1Br2_sg12_icsd_023892_1,335
29593,Zn1Br2_sg164_icsd_651214_1,335
39932,Zn1Sb2S6_sg164_icsd_030348_1,335
39967,Mg1Br2_sg2_icsd_051572_1,335
37799,Zn1Cl2_sg166_icsd_024757_1,335
67903,Zn1Cl2_sg71_icsd_038274_1,335
16100,Zn1Sb2S6_sg148_icsd_078683_1,335
27071,Zn1Br2_sg143_icsd_151889_1,335
57036,Zn1Sb2S6_sg148_icsd_156662_1,335
33637,Zn1Br2_sg164_icsd_108924_1,335
56654,Zn1I2_sg166_icsd_078698_1,335
48612,Zn1I2_sg71_icsd_038274_1,335
10095,Mg1Br2_sg164_icsd_108924_1,335
63615,Mg1Cl2_sg186_icsd_043003_1,335
24990,Mg1Br2_sg164_icsd_651214_1,335
65013,Mg1Br2_sg164_icsd_020745_1,335
4908,Mg1Cl2_sg166_icsd_024755_1,335
24289,Zn1I2_sg12_icsd_023892_1,335
24129,Zn1Cl2_sg164_icsd_651214_1,335
35110,Mg1Cl2_sg164_icsd_108924_1,335
43316,Zn1Cl2_sg164_icsd_108924_1,335
64335,Zn1I2_sg147_icsd_058847_1,335
43601,Zn1Br2_sg2_icsd_051572_1,335
23250,Mg1Cl2_sg164_icsd_020745_1,335
64349,Zn1Sb2S6_sg148_icsd_078684_1,335
22200,Mg1Br2_sg186_icsd_043003_1,335
35408,Zn1Cl2_sg164_icsd_280743_1,335
71382,Zn1Cl2_sg147_icsd_058847_1,335
5404,Mg1Br2_sg166_icsd_024755_1,335
25912,Mg1Br2_sg2_icsd_081814_1,335
26596,Zn1I2_sg143_icsd_151889_1,335
63259,Mg1Br2_sg12_icsd_023892_1,335
34105,Zn1I2_sg8_icsd_061423_1,335
26784,Zn1Br2_sg164_icsd_020390_1,335
48758,Zn1Cl2_sg186_icsd_043003_1,335
36263,Zn1Ti1Br2S2_sg166_icsd_085781_2,335
18875,Mg1Hf1Cl2S2_sg166_icsd_085781_2,335
46314,Zn1Br2_sg186_icsd_043003_1,335
42618,Zn1Br2_sg166_icsd_024757_1,335
63396,Mg1Cl2_sg2_icsd_081814_1,335
5688,Zn1I2_sg2_icsd_051572_1,335
26365,Zn1Br2_sg166_icsd_024755_1,335
42572,Mg1Cl2_sg164_icsd_651214_1,335
50499,Na3Al1O3_sg221_icsd_018320_1,7022
68641,Zn3F3P1_sg200_icsd_000426_2,7022
53037,Mg3Cl3P1_sg221_icsd_202075_2,7022
60301,Mg3Cl3P1_sg200_icsd_000426_1,7022
35399,Mg3Cl3P1_sg221_icsd_018320_2,7022
45946,Mg3Br3N1_sg221_icsd_018320_2,7022
34597,Mg3Br3N1_sg221_icsd_018320_1,7022
13074,Li3W1P3_sg200_icsd_000426_1,7022
35029,Mg3I3P1_sg200_icsd_000426_2,7022
60049,Li3W1P3_sg221_icsd_018320_1,7022
34854,Mg3La1N3_sg221_icsd_202075_1,7022
50487,Zn3F3P1_sg221_icsd_018320_1,7022
59836,Li3La1S3_sg221_icsd_018320_2,7022
71992,K3Y1O3_sg200_icsd_000426_1,7022
30858,Li3W1P3_sg221_icsd_018320_2,7022
22473,Mg3I3P1_sg221_icsd_202075_2,7022
21663,Na3B1S3_sg221_icsd_018320_2,7022
64906,Zn3Sc1P3_sg221_icsd_018320_2,7022
47693,Mg3I3P1_sg221_icsd_018320_1,7022
20982,Mg3I3P1_sg200_icsd_000426_1,7022
65368,Na3B1S3_sg221_icsd_202075_1,7022
47505,Li3La1S3_sg200_icsd_000426_1,7022
25919,Mg3Br3N1_sg221_icsd_202075_1,7022
18729,Li3La1S3_sg221_icsd_018320_1,7022
26736,Zn3Sc1P3_sg221_icsd_202075_1,7022
48941,Na3B1S3_sg221_icsd_202075_2,7022
47330,Zn3F3P1_sg200_icsd_000426_1,7022
53504,Zn3F3P1_sg221_icsd_018320_2,7022
18253,Mg3Cl3P1_sg62_icsd_181008_2,7022
61747,Mg3Cl3P1_sg160_icsd_048133_2,7022
18119,Zn3Sc1P3_sg200_icsd_000426_2,7022
49686,K3Y1O3_sg221_icsd_202075_2,7022
47142,Na3Al1O3_sg221_icsd_202075_1,7022
66235,Mg3La1N3_sg200_icsd_000426_2,7022
28166,Li3W1P3_sg221_icsd_202075_1,7022
49876,Na3Al1O3_sg200_icsd_000426_1,7022
68996,Li3La1S3_sg200_icsd_000426_2,7022
66475,Na3Al1O3_sg221_icsd_202075_2,7022
47098,Mg3Br3N1_sg221_icsd_202075_2,7022
62423,K3Y1O3_sg221_icsd_018320_1,7022
28931,Mg3La1N3_sg221_icsd_018320_1,7022
66788,Mg3I3P1_sg221_icsd_018320_2,7022
29996,Na3Al1O3_sg200_icsd_000426_2,7022
46529,Mg3Cl3P1_sg221_icsd_202075_1,7022
30833,Na3B1S3_sg221_icsd_018320_1,7022
27440,K3Y1O3_sg221_icsd_202075_1,7022
36060,Mg3Cl3P1_sg221_icsd_018320_1,7022
22434,Zn3Sc1P3_sg200_icsd_000426_1,7022
38562,Zn3F3P1_sg221_icsd_202075_2,7022
69675,Zn3Sc1P3_sg221_icsd_018320_1,7022
50835,Na3B1S3_sg200_icsd_000426_2,7022
55598,K3Y1O3_sg200_icsd_000426_2,7022
52245,Li3W1P3_sg200_icsd_000426_2,7022
58316,Li3La1S3_sg221_icsd_202075_1,7022
69615,Mg3La1N3_sg221_icsd_018320_2,7022
51789,Na3B1S3_sg200_icsd_000426_1,7022
36165,Mg3Br3N1_sg200_icsd_000426_1,7022
36619,Mg3I3P1_sg221_icsd_202075_1,7022
40795,Mg3Br3N1_sg200_icsd_000426_2,7022
44092,Zn3Sc1P3_sg221_icsd_202075_2,7022
37491,Mg3La1N3_sg221_icsd_202075_2,7022
7900,Li1Cd2Cl3S1_sg127_icsd_261184_1,7022
70952,Na3Al1O3_sg221_icsd_018320_2,7022
45434,Zn3F3P1_sg221_icsd_202075_1,7022
70693,Li3La1S3_sg221_icsd_202075_2,7022
36156,Mg3Cl3P1_sg200_icsd_000426_2,7022
52574,Li3W1P3_sg221_icsd_202075_2,7022
5492,K3Y1O3_sg221_icsd_018320_2,7022
19476,Na1Al1O2_sg13_icsd_016646_2,1
14018,Na1Al1O2_sg15_icsd_056836_1,1
26794,Na1Al1O2_sg164_icsd_044340_2,1
56459,K1Y1O2_sg166_icsd_073482_2,1
55326,Na1Al1O2_sg180_icsd_090403_2,1
37618,K1Y1O2_sg164_icsd_044340_1,1
69958,Na1Al1O2_sg12_icsd_082993_1,1
19511,K1Y1O2_sg5_icsd_085130_2,1
65472,Na1Al1O2_sg12_icsd_030011_2,1
42213,Na1Al1O2_sg71_icsd_170343_2,1
56232,Na1Al1O2_sg2_icsd_015098_1,1
56970,Na1Al1O2_sg12_icsd_082993_2,1
65885,Na1Al1O2_sg5_icsd_416669_1,1
49781,Na1Al1O2_sg166_icsd_073482_1,1
6978,K1Y1O2_sg15_icsd_056836_1,1
17328,Na1Al1O2_sg12_icsd_165326_1,1
70569,Na1Al1O2_sg15_icsd_056836_2,1
40159,K1Y1O2_sg154_icsd_069739_2,1
29253,K1Y1O2_sg3_icsd_152619_1,1
17462,Na1Al1O2_sg9_icsd_016578_1,1
67042,Na1Al1O2_sg166_icsd_073482_2,1
49534,Na1Al1O2_sg71_icsd_170341_2,1
27422,Na1Al1O2_sg14_icsd_093880_1,1
71078,Na1Al1O2_sg164_icsd_044340_1,1
27241,Na1Al1O2_sg8_icsd_026764_2,1
41380,Na1Al1O2_sg71_icsd_053234_2,1
5267,K1Y1O2_sg9_icsd_016578_2,1
46553,K1Y1O2_sg194_icsd_000262_2,1
14552,Na1Al1O2_sg51_icsd_069767_1,1
27631,K1Y1O2_sg12_icsd_030011_2,1
61232,K1Y1O2_sg5_icsd_085130_1,1
44384,Na1Al1O2_sg166_icsd_088573_2,1
68194,Na1Al1O2_sg154_icsd_069739_2,1
12710,Na1Al1O2_sg6_icsd_164853_2,1
21278,K1Y1O2_sg23_icsd_037026_1,1
34208,Na1Al1O2_sg9_icsd_016578_2,1
21199,K1Y1O2_sg154_icsd_069739_1,1
43672,Na1Al1O2_sg2_icsd_015098_2,1
35132,Na1Al1O2_sg3_icsd_152619_2,1
68929,Na1Al1O2_sg6_icsd_164853_1,1
24396,Na1Al1O2_sg14_icsd_093880_2,1
35423,Na1Al1O2_sg5_icsd_085130_1,1
24681,Na1Al1O2_sg154_icsd_069739_1,1
48551,K1Y1O2_sg164_icsd_044340_2,1
47514,Na1Al1O2_sg5_icsd_085130_2,1
59600,K1Y1O2_sg65_icsd_009389_2,1
54157,K1Y1O2_sg9_icsd_016578_1,1
65327,K1Y1O2_sg15_icsd_056836_2,1
63561,K1Y1O2_sg166_icsd_073482_1,1
51935,K1Y1O2_sg3_icsd_152619_2,1
71744,Na1Al1O2_sg3_icsd_152619_1,1
5109,Na1Al1O2_sg8_icsd_169981_2,1
25289,Na1Al1O2_sg12_icsd_165326_2,1
66485,Li4Br1P1_sg16_icsd_015910_2,1698
47104,Li4Br1P1_sg13_icsd_030874_1,1698
41160,Li4Br1P1_sg11_icsd_093052_2,1698
63839,Li4Br1P1_sg18_icsd_085500_1,1698
41054,Li4Br1P1_sg14_icsd_071455_2,1698
10810,Li4Br1P1_sg85_icsd_072396_1,1698
54704,Li4Br1P1_sg112_icsd_035050_2,1698
7270,Li4Br1P1_sg186_icsd_023765_2,1698
40578,Li4Br1P1_sg120_icsd_026105_2,1698
48068,Li4Br1P1_sg31_icsd_065882_2,1698
10289,Li4Br1P1_sg11_icsd_418802_2,1698
27871,Li4Br1P1_sg13_icsd_030874_2,1698
66550,Li4Br1P1_sg15_icsd_202458_2,1698
16615,Li4Br1P1_sg140_icsd_009929_1,1698
53144,Li4Br1P1_sg180_icsd_086316_2,1698
66488,Li4Br1P1_sg15_icsd_168525_1,1698
50778,Li4Br1P1_sg112_icsd_035050_1,1698
64659,Li4Br1P1_sg112_icsd_165608_2,1698
66194,Li4Br1P1_sg15_icsd_168525_2,1698
16232,Li4Br1P1_sg60_icsd_000389_2,1698
21729,Li4Br1P1_sg12_icsd_000821_1,1698
47050,Li4Br1P1_sg82_icsd_400817_1,1698
28605,Li4Br1P1_sg2_icsd_016125_2,1698
24022,Li4Br1P1_sg20_icsd_098380_2,1698
31089,Li4Br1P1_sg5_icsd_000937_1,1698
42674,Li4Br1P1_sg112_icsd_300103_1,1698
63580,Li4Br1P1_sg140_icsd_016633_1,1698
19536,Li4Br1P1_sg140_icsd_016633_2,1698
42853,Li4Br1P1_sg70_icsd_200231_1,1698
26035,Li4Br1P1_sg2_icsd_016125_1,1698
65275,Li4Br1P1_sg85_icsd_072396_2,1698
12476,Li4Br1P1_sg112_icsd_165608_1,1698
13574,Li4Br1P1_sg5_icsd_000937_2,1698
53881,Li4Br1P1_sg12_icsd_000821_2,1698
13638,Li4Br1P1_sg14_icsd_073588_2,1698
5950,Li4Br1P1_sg18_icsd_085500_2,1698
42061,Li4Br1P1_sg10_icsd_104188_2,1698
45524,Li4Br1P1_sg140_icsd_009929_2,1698
59681,Li4Br1P1_sg11_icsd_060525_2,1698
20817,Li4Br1P1_sg15_icsd_413993_2,1698
27085,Li4Br1P1_sg65_icsd_016492_1,1698
41887,Li4Br1P1_sg10_icsd_104188_1,1698
57969,Li4Br1P1_sg70_icsd_200231_2,1698
57650,Li4Br1P1_sg65_icsd_016492_2,1698
6051,Li4Br1P1_sg11_icsd_018176_1,1698
58946,Li4Br1P1_sg120_icsd_026105_1,1698
24487,Mg1S1_sg131_icsd_654379_1,3683
19726,Li1F1_sg86_icsd_056181_1,3683
70822,K1Cl1_sg131_icsd_024692_1,3683
62720,K1Cl1_sg86_icsd_056181_1,3683
43296,K1Br1_sg131_icsd_654379_2,3683
63702,K1Cl1_sg131_icsd_654379_2,3683
20346,Mg1S1_sg86_icsd_056181_1,3683
43926,Mg1O1_sg131_icsd_654379_1,3683
28129,Li1F1_sg131_icsd_024692_1,3683
70842,K1Br1_sg138_icsd_024619_2,3683
63760,Li1I1_sg138_icsd_024619_2,3683
42041,Li1Br1_sg131_icsd_654379_1,3683
17426,K1Br1_sg131_icsd_654379_1,3683
48469,Na1Cl1_sg131_icsd_024692_2,3683
48495,Li1Br1_sg131_icsd_024692_1,3683
27428,Li1I1_sg131_icsd_654379_1,3683
13298,Na1F1_sg86_icsd_056181_2,3683
32818,Na1Cl1_sg131_icsd_024692_1,3683
59997,Na1F1_sg86_icsd_056181_1,3683
35993,Li1I1_sg86_icsd_056181_1,3683
50962,Mg1S1_sg138_icsd_024619_1,3683
36205,Li1F1_sg131_icsd_654379_1,3683
31205,Li1I1_sg131_icsd_024692_1,3683
39705,Zn1S1_sg131_icsd_654379_1,3683
14980,K1Br1_sg86_icsd_056181_1,3683
33970,Na1F1_sg131_icsd_654379_1,3683
60282,K1Cl1_sg131_icsd_654379_1,3683
36885,K1Cl1_sg131_icsd_024692_2,3683
61341,Na1F1_sg131_icsd_024692_2,3683
29863,Na1Cl1_sg86_icsd_056181_1,3683
67200,Na1F1_sg131_icsd_654379_2,3683
44931,Zn1S1_sg131_icsd_024692_1,3683
14003,Mg1O1_sg86_icsd_056181_1,3683
32198,Mg1S1_sg131_icsd_024692_1,3683
28274,Li1Br1_sg86_icsd_056181_1,3683
29415,K1Br1_sg131_icsd_024692_2,3683
58425,K1Br1_sg131_icsd_024692_1,3683
35859,Na1F1_sg131_icsd_024692_1,3683
29659,Mg1O1_sg131_icsd_024692_1,3683
59093,Na1Cl1_sg131_icsd_654379_1,3683
7272,K1Cl1_sg86_icsd_056181_2,3683
57990,Zn1Sn1S3_sg140_icsd_009856_2,3488
43490,Zn1Ge1O3_sg140_icsd_009856_1,3488
30973,Mg1Ti1O3_sg123_icsd_109327_2,3488
42376,Zn1Ge1O3_sg140_icsd_009856_2,3488
12793,Na1Cd1I3_sg140_icsd_009856_1,3488
60581,K3F1O1_sg123_icsd_109327_1,3488
65094,Zn1Sn1S3_sg123_icsd_109327_1,3488
46115,Mg3N1P1_sg123_icsd_109327_1,3488
42752,Mg1Si1O3_sg140_icsd_009856_2,3488
16999,Mg1Hf1O3_sg123_icsd_109327_1,3488
43132,Mg1Hf1O3_sg140_icsd_009856_2,3488
58503,K3F1O1_sg140_icsd_009856_2,3488
55653,Na1Cd1I3_sg123_icsd_109327_1,3488
12457,Na1Sb1O3_sg123_icsd_109327_2,3488
28385,Na1Sb1O3_sg123_icsd_109327_1,3488
40239,Mg1Hf1O3_sg140_icsd_009856_1,3488
10354,K3F1O1_sg123_icsd_109327_2,3488
59068,Na1Sb1O3_sg140_icsd_009856_2,3488
66632,Mg1Ti1O3_sg140_icsd_009856_2,3488
28795,K1Cd1Cl3_sg140_icsd_009856_1,3488
40120,Zn1Zr1S3_sg140_icsd_009856_1,3488
53147,Mg1Ti1O3_sg123_icsd_109327_1,3488
57425,K1Cd1Cl3_sg140_icsd_009856_2,3488
15175,Zn1Ge1O3_sg123_icsd_109327_2,3488
27555,Li1Hg1Br3_sg140_icsd_009856_1,3488
65979,Mg1Hf1O3_sg123_icsd_109327_2,3488
29962,Zn1Zr1S3_sg140_icsd_009856_2,3488
36231,Na1Sb1O3_sg140_icsd_009856_1,3488
55146,Mg3N1P1_sg140_icsd_009856_2,3488
71529,Li1Hg1Br3_sg140_icsd_009856_2,3488
8492,Na1Cd1I3_sg140_icsd_009856_2,3488
39660,K3F1O1_sg140_icsd_009856_1,3488
6254,Mg1Si1O3_sg140_icsd_009856_1,3488
14858,Zn1Ge1O3_sg123_icsd_109327_1,3488
30846,Zn1Sn1S3_sg140_icsd_009856_1,3488
27419,Mg1Ti1O3_sg140_icsd_009856_1,3488
34835,Na1Cd1I3_sg123_icsd_109327_2,3488
59269,Mg1F2_sg58_icsd_027490_1,146
24355,Li1Sc1Cl4_sg55_icsd_020504_2,146
24007,Zn1F2_sg52_icsd_062664_1,146
58696,Li1Sc1Cl4_sg65_icsd_026428_1,146
60240,Mg1F2_sg58_icsd_633255_1,146
20903,Mg1F2_sg10_icsd_089471_1,146
71488,Na1La1Cl4_sg52_icsd_410194_2,146
20450,Na1La1Cl4_sg11_icsd_093052_1,146
12091,Zn1F2_sg142_icsd_413281_1,146
20488,Na1La1Cl4_sg55_icsd_020504_2,146
65092,Na1La1Cl4_sg129_icsd_023691_2,146
37965,Mg1F2_sg136_icsd_088057_1,146
32706,Mg1Br2_sg136_icsd_168834_1,146
51095,Mg1F2_sg64_icsd_090341_1,146
15763,Na1La1Cl4_sg20_icsd_098380_1,146
39814,Mg1F2_sg31_icsd_051238_1,146
17927,Li1Sc1Cl4_sg74_icsd_026939_1,146
43407,Zn1F2_sg10_icsd_089471_1,146
14943,Zn1F2_sg14_icsd_009789_1,146
62211,Zn1F2_sg34_icsd_042726_1,146
22510,Mg1F2_sg14_icsd_009789_1,146
64634,Li1Sc1Cl4_sg55_icsd_020504_1,146
61556,Mg1F2_sg41_icsd_650384_1,146
13580,Zn1F2_sg80_icsd_035181_1,146
12402,Na2O1_sg80_icsd_035181_1,146
22840,Mg1F2_sg55_icsd_043098_1,146
37989,Zn1F2_sg14_icsd_421221_1,146
19327,Zn1F2_sg122_icsd_002586_1,146
43320,Mg1F2_sg136_icsd_168834_1,146
31275,Zn1F2_sg58_icsd_027490_1,146
54789,Mg1F2_sg80_icsd_035181_1,146
37741,Li1Sc1Cl4_sg65_icsd_026428_2,146
68143,Mg1F2_sg194_icsd_616265_1,146
20050,Mg1F2_sg34_icsd_042726_1,146
52186,Mg1F2_sg52_icsd_062664_1,146
55824,Zn1F2_sg58_icsd_633255_1,146
64302,Na1La1Cl4_sg60_icsd_411837_1,146
48261,Zn1La2S4_sg2_icsd_082204_1,7374
59292,Na2Zn1Br4_sg141_icsd_075532_1,7374
45525,Li2W1S4_sg74_icsd_164167_1,7374
28184,Na2Zn1Br4_sg92_icsd_184695_1,7374
43790,Na1Zr1F1Cl4_sg74_icsd_072846_1,7374
54881,Na2Zn1Br4_sg166_icsd_151457_1,7374
37369,Zn2Ge1O4_sg141_icsd_075532_1,7374
63436,Zn1La2S4_sg74_icsd_164167_1,7374
26157,Zn1La2S4_sg92_icsd_184695_1,7374
61463,Zn2Ge1O4_sg122_icsd_023486_1,7374
63331,Li2W1S4_sg122_icsd_023486_1,7374
38887,Mg2Si1S4_sg92_icsd_184695_1,7374
30737,Zn2Ge1O4_sg141_icsd_084378_1,7374
61988,Mg2Si1S4_sg166_icsd_151457_1,7374
27208,Mg2Si1S4_sg141_icsd_075532_1,7374
47059,Zn2Ge1O4_sg15_icsd_083490_1,7374
34073,Zn1La2S4_sg166_icsd_151457_1,7374
44624,Na2Zn1Br4_sg2_icsd_082204_1,7374
55668,Mg2Si1S4_sg74_icsd_164167_1,7374
68392,Zn2Ge1O4_sg92_icsd_184695_1,7374
10581,Na2Zn1Br4_sg74_icsd_164167_1,7374
12180,Mg2Si1S4_sg122_icsd_023486_1,7374
70418,Li2W1S4_sg141_icsd_075532_1,7374
14973,K2Hg1Cl4_sg2_icsd_082204_1,7374
66904,Zn1La2S4_sg15_icsd_083490_1,7374
71239,Mg2Si1S4_sg15_icsd_083490_1,7374
65905,Zn1La2S4_sg141_icsd_075532_1,7374
52387,Zn2Ge1O4_sg74_icsd_164167_1,7374
5530,Zn2Ge1O4_sg166_icsd_151457_1,7374
54015,Na2Zn1Br4_sg15_icsd_083490_1,7374
5140,K2Hg1Cl4_sg92_icsd_184695_1,7374
21190,K2Hg1Cl4_sg74_icsd_164167_1,7374
4984,Mg2Si1S4_sg141_icsd_084378_1,7374
6628,K2Hg1Cl4_sg166_icsd_151457_1,7374
9278,Li2W1S4_sg92_icsd_184695_1,7374
22180,Zn1La2S4_sg88_icsd_083386_1,7374
5864,Mg1F2_sg166_icsd_024757_1,412
12325,Zn1F2_sg12_icsd_023892_1,412
60566,Zn1F2_sg186_icsd_043003_1,412
12550,Mg1F2_sg12_icsd_023892_1,412
44069,Zn1F2_sg143_icsd_151889_1,412
61438,K2O1_sg2_icsd_051572_1,412
14546,Zn1F2_sg164_icsd_280743_1,412
37707,Mg1F2_sg2_icsd_051572_1,412
15059,Mg1F2_sg164_icsd_020390_1,412
42366,Mg1F2_sg164_icsd_651214_1,412
41250,Mg1F2_sg147_icsd_058847_1,412
44318,Mg1F2_sg166_icsd_078698_1,412
44277,Mg1F2_sg2_icsd_081814_1,412
66413,Zn1F2_sg164_icsd_020745_1,412
56555,Zn1F2_sg12_icsd_075420_1,412
17340,Na2O1_sg227_icsd_077473_1,412
62869,Zn1F2_sg147_icsd_058847_1,412
22801,Zn1F2_sg166_icsd_024755_1,412
63240,K2O1_sg164_icsd_280743_1,412
33323,Mg1F2_sg164_icsd_020745_1,412
15562,K2O1_sg216_icsd_010510_1,412
54810,Mg1F2_sg164_icsd_041670_1,412
58346,Mg1F2_sg143_icsd_151889_1,412
37812,Mg1F2_sg186_icsd_043003_1,412
37294,Mg1F2_sg166_icsd_024755_1,412
37883,Mg1F2_sg69_icsd_086810_1,412
58821,Zn1F2_sg164_icsd_108924_1,412
45757,Zn1F2_sg2_icsd_051572_1,412
69220,Zn1F2_sg164_icsd_651214_1,412
59142,Mg1F2_sg164_icsd_280743_1,412
59277,K2O1_sg227_icsd_072042_1,412
5081,Zn1F2_sg2_icsd_081814_1,412
42177,Mg1F2_sg180_icsd_202668_1,412
11218,Zn1F2_sg166_icsd_024757_1,412
55134,Mg1F2_sg164_icsd_108924_1,412
30649,Li4Cl1N1_sg13_icsd_082364_1,262
27061,Li4Cl1N1_sg12_icsd_000821_2,262
9272,Li4Cl1N1_sg120_icsd_026105_2,262
50948,Li4Cl1N1_sg13_icsd_030874_1,262
45713,Li4Cl1N1_sg15_icsd_009908_2,262
27364,Li4Cl1N1_sg140_icsd_016633_2,262
17976,Li4Cl1N1_sg6_icsd_261751_2,262
5967,Li4Cl1N1_sg2_icsd_016125_2,262
52646,Li4Cl1N1_sg85_icsd_072396_1,262
66139,Li4Cl1N1_sg10_icsd_159273_2,262
39651,Li4Cl1N1_sg15_icsd_168525_2,262
17294,Li4Cl1N1_sg181_icsd_066999_2,262
38026,Li4Cl1N1_sg13_icsd_033953_2,262
52806,Li4Cl1N1_sg10_icsd_104188_1,262
53168,Li4Cl1N1_sg120_icsd_026105_1,262
45165,Li4Cl1N1_sg18_icsd_085500_2,262
32353,Li4Cl1N1_sg140_icsd_009929_2,262
8395,Li4Cl1N1_sg5_icsd_000937_2,262
46928,Li4Cl1N1_sg15_icsd_202458_2,262
32200,Li4Cl1N1_sg140_icsd_016633_1,262
14927,Li4Cl1N1_sg11_icsd_093052_2,262
34726,Li4Cl1N1_sg65_icsd_016492_2,262
13964,Li4Cl1N1_sg5_icsd_000937_1,262
8047,Li4Cl1N1_sg10_icsd_104188_2,262
40812,Li4Cl1N1_sg10_icsd_159273_1,262
25202,Li4Cl1N1_sg15_icsd_009908_1,262
20936,Li4Cl1N1_sg13_icsd_030874_2,262
5814,Li4Cl1N1_sg13_icsd_033953_1,262
65563,Li4Cl1N1_sg1_icsd_010126_1,262
26554,Li4Cl1N1_sg140_icsd_009929_1,262
23896,Li4Cl1N1_sg12_icsd_000821_1,262
42947,Li4Cl1N1_sg13_icsd_082364_2,262
64864,Li4Cl1N1_sg65_icsd_016492_1,262
54403,Li4Cl1N1_sg18_icsd_085500_1,262
40304,Na1F1_sg141_icsd_108656_2,65
10560,Li1F1_sg10_icsd_104782_2,65
17740,Li1Br1_sg55_icsd_083350_2,65
33802,Li1F1_sg10_icsd_104782_1,65
29108,Li1F1_sg141_icsd_108656_2,65
62306,Li1I1_sg141_icsd_108656_1,65
51951,Mg1S1_sg141_icsd_108656_1,65
32626,Li1I1_sg141_icsd_108656_2,65
69567,Na1Cl1_sg141_icsd_108656_1,65
20506,K3La2N3_sg134_icsd_085305_2,65
21366,Li1F1_sg141_icsd_107516_1,65
40364,Zn1S1_sg141_icsd_108656_1,65
42720,Zn1S1_sg141_icsd_108656_2,65
17905,Mg1O1_sg141_icsd_107516_2,65
8277,Li1Br1_sg141_icsd_108656_1,65
67252,Mg1O1_sg141_icsd_108656_2,65
61602,Mg1O1_sg10_icsd_104782_1,65
13834,Li1Br1_sg55_icsd_083350_1,65
11857,Mg1O1_sg141_icsd_107516_1,65
29581,Mg1O1_sg141_icsd_108656_1,65
62230,Li1Br1_sg141_icsd_108656_2,65
34685,Mg1S1_sg141_icsd_107516_1,65
48461,Mg1S1_sg141_icsd_108656_2,65
63345,Mg1O1_sg10_icsd_104782_2,65
54359,Mg1S1_sg55_icsd_083350_2,65
41782,Li1F1_sg141_icsd_108656_1,65
45398,Na1F1_sg141_icsd_108656_1,65
36204,Mg1S1_sg141_icsd_107516_2,65
59355,Li1F1_sg55_icsd_083350_1,65
6028,Li1F1_sg141_icsd_107516_2,65
15625,Na1Cl1_sg141_icsd_108656_2,65
7459,Na1F1_sg99_icsd_107010_1,3643
5321,Mg1O1_sg85_icsd_028230_2,3643
12561,Mg1S1_sg67_icsd_169297_2,3643
61076,Mg1O1_sg99_icsd_107010_2,3643
13242,Li1F1_sg67_icsd_169297_2,3643
67831,Mg1S1_sg129_icsd_182250_2,3643
67428,Mg1S1_sg67_icsd_165938_2,3643
22076,Mg1O1_sg129_icsd_182250_2,3643
19650,Li1F1_sg99_icsd_107010_1,3643
60207,Li1F1_sg194_icsd_262069_2,3643
23428,Mg1O1_sg64_icsd_160382_1,3643
27581,Li1F1_sg85_icsd_028230_2,3643
23832,Li1F1_sg25_icsd_659843_1,3643
8999,Li1F1_sg67_icsd_165938_2,3643
54178,Mg1O1_sg25_icsd_659843_1,3643
47206,Li1F1_sg67_icsd_182545_1,3643
